Run Time,Generations,Train Accuracy,Test Accuracy
51.28003454208374,240,0.9897,0.98725
36.40642547607422,204,0.9891,0.98675
42.59075736999512,235,0.9897,0.987
27.998040676116943,177,0.9897,0.98725
40.377394914627075,253,0.9892,0.98725
23.417802333831787,147,0.9897,0.98725
26.83646249771118,163,0.9897,0.98675
49.649752616882324,295,0.9897,0.98725
38.45435571670532,244,0.9897,0.98725
42.602866411209106,215,0.9859,0.98275
34.74795842170715,151,0.9583,0.954
24.326725244522095,140,0.9501,0.943
48.16030931472778,267,0.9897,0.98725
48.41438961029053,254,0.9896,0.98725
39.08139395713806,233,0.9897,0.987
37.71966052055359,225,0.9894,0.98725
48.28741717338562,286,0.9896,0.98675
38.40303993225098,230,0.9896,0.987
37.97899103164673,235,0.9896,0.98725
20.949426889419556,226,0.9753,0.9725
22.682355165481567,235,0.9896,0.98725
38.464221239089966,0,0.9896,0.98725
33.86641883850098,0,0.9897,0.98725
21.822577476501465,195,0.9888,0.9865
23.068710803985596,216,0.9897,0.98725
22.437814235687256,211,0.9897,0.98725
31.12874484062195,298,0.9897,0.98725
23.813101291656494,250,0.9897,0.987
30.419228553771973,224,0.9877,0.9835
14.728297233581543,156,0.9755,0.972
24.303587198257446,202,0.9847,0.9805
25.28295922279358,191,0.9897,0.98725
19.070066928863525,154,0.9799,0.97625
25.584282398223877,215,0.9897,0.98725
22.88842511177063,203,0.9897,0.98725
28.604361295700073,261,0.9897,0.98725
18.737664699554443,168,0.9875,0.986
14.75615119934082,133,0.9753,0.97225
9.131886720657349,88,0.9144,0.915
26.52064824104309,248,0.9661,0.965
21.20277190208435,195,0.9897,0.98725
34.14481258392334,292,0.9897,0.98725
7.96729588508606,68,0.8868,0.88575
26.179514408111572,234,0.9896,0.987
27.06492590904236,249,0.9894,0.987
19.738399028778076,185,0.9886,0.98675
36.133708238601685,249,0.9897,0.98725
45.83426380157471,282,0.9897,0.987
30.806172132492065,222,0.9688,0.967
35.625948429107666,268,0.9897,0.98725
36.636385440826416,0,0.9896,0.98625
36.22598314285278,285,0.9897,0.98725
28.29911708831787,245,0.9862,0.98375
22.349557399749756,196,0.9861,0.985
24.194003582000732,196,0.9892,0.986
18.03064513206482,150,0.9888,0.986
25.716379404067993,215,0.9897,0.98725
26.101831436157227,213,0.9897,0.98725
19.647751092910767,156,0.9778,0.974
14.031792163848877,122,0.9732,0.9715
20.955289363861084,164,0.9304,0.927
23.478272438049316,195,0.9864,0.9835
17.96618413925171,145,0.9802,0.97725
17.113946437835693,147,0.9897,0.98725
19.154503345489502,166,0.9896,0.987
22.31527590751648,189,0.9891,0.9855
14.860772371292114,133,0.9516,0.947
26.5474750995636,228,0.9897,0.98725
36.3998019695282,0,0.9879,0.9845
30.658891439437866,247,0.9889,0.986
29.7524311542511,204,0.9897,0.98725
17.838549375534058,136,0.9794,0.976
26.857128143310547,216,0.9897,0.98725
36.955137968063354,277,0.9681,0.96825
23.49447774887085,167,0.9896,0.98725
19.51438331604004,151,0.9897,0.98725
22.611000537872314,187,0.9897,0.98725
33.1623637676239,298,0.9895,0.987
25.634686946868896,218,0.9896,0.987
23.282954931259155,198,0.9897,0.98725
26.759105682373047,225,0.9897,0.98725
23.43180775642395,203,0.9897,0.98675
15.749516725540161,132,0.9569,0.95325
36.80730724334717,0,0.9896,0.9865
30.705118417739868,244,0.9897,0.987
19.62010169029236,171,0.9679,0.9605
20.302384853363037,192,0.9892,0.987
28.299922704696655,269,0.9897,0.98725
15.526114225387573,126,0.9423,0.9375
25.990731239318848,208,0.9897,0.98725
32.06353497505188,289,0.9897,0.98725
19.450958013534546,180,0.9897,0.98725
23.10211491584778,212,0.9897,0.98725
24.592424631118774,234,0.9896,0.987
31.02787160873413,294,0.9897,0.98725
19.056729316711426,181,0.9894,0.9865
27.298686981201172,262,0.9897,0.987
24.10423970222473,228,0.9897,0.98725
24.68597173690796,236,0.9896,0.987
24.50934338569641,192,0.9887,0.9865
